T_feed_K,P_feed_Pa,xF_benzene,N_stages,feed_stage,reflux_ratio,bottoms_flow_mols,xD_benzene,xB_toluene,QC_kW,QR_kW
373.1,101325.0,0.4926,17,5,3.735,44.1,0.880171,0.998667,8.2162,4.9878
375.1,101325.0,0.5306,12,6,3.157,36.7,0.827389,0.981297,8.2442,4.9792
372.4,101325.0,0.3484,14,5,3.068,65.5,0.925323,0.955492,4.3197,3.2115
352.0,101325.0,0.7211,12,5,2.718,51.9,0.997879,0.535414,5.423,5.5429
351.8,101325.0,0.3339,13,5,1.816,39.3,0.545614,0.993097,5.5671,5.8929
380.4,101325.0,0.5592,12,5,2.406,55.1,0.960803,0.768061,4.6738,1.3325
370.6,101325.0,0.5741,16,6,3.735,61.5,0.994146,0.688854,5.5324,2.3003
351.8,101325.0,0.6276,18,6,2.352,46.5,0.995975,0.796214,5.4403,5.626
372.8,101325.0,0.5639,19,10,2.815,68.0,0.978696,0.631299,3.7171,0.4515
377.0,101325.0,0.4144,12,7,2.688,49.8,0.78148,0.955627,5.8442,2.557
370.2,101325.0,0.793,15,8,3.498,67.5,0.998094,0.305749,4.4327,1.1962
350.7,101325.0,0.4849,14,8,3.26,65.0,0.995026,0.789783,4.5241,4.7923
352.1,101325.0,0.5297,16,10,3.427,65.4,0.996575,0.717301,4.6461,4.8623
370.1,101325.0,0.2051,19,7,1.777,49.5,0.405851,0.999706,4.6267,4.7294
381.4,101325.0,0.7595,12,4,3.688,36.3,0.998463,0.659841,9.0543,5.7058
341.9,101325.0,0.2851,15,7,2.731,38.1,0.460079,0.999183,7.5853,8.0901
367.1,101325.0,0.3598,12,5,1.84,32.8,0.530247,0.989409,6.2259,6.2889
374.3,101325.0,0.283,11,5,3.432,64.5,0.730185,0.963123,5.0056,4.0111
372.2,101325.0,0.3723,19,6,3.401,46.8,0.699635,0.999796,7.4816,6.0703
349.3,101325.0,0.3107,13,4,2.082,59.7,0.736682,0.976853,3.9477,4.3442
346.1,101325.0,0.2861,17,8,3.869,49.8,0.569637,0.999713,7.9397,8.3902
357.4,101325.0,0.5142,13,6,2.914,60.4,0.994001,0.800369,4.704,4.8578
356.0,101325.0,0.3819,18,7,1.652,54.9,0.83912,0.99369,3.7398,4.0021
357.0,101325.0,0.2374,17,5,2.13,55.4,0.53063,0.998665,4.5538,4.8606
383.6,101325.0,0.2275,16,7,1.562,68.4,0.444858,0.872917,2.6625,0.7222
347.5,101325.0,0.7013,14,8,2.877,31.7,0.997215,0.936346,8.0309,8.2588
355.9,101325.0,0.7584,12,7,1.53,43.4,0.993847,0.548657,4.3461,4.3951
344.9,101325.0,0.2569,13,5,1.612,34.9,0.39243,0.995907,5.6156,6.0875
345.1,101325.0,0.7521,14,7,3.538,52.2,0.999035,0.47402,6.5761,6.7795
375.4,101325.0,0.7786,13,5,2.474,61.1,0.995527,0.359509,4.1,0.8057
374.0,101325.0,0.7743,14,4,2.876,68.6,0.996395,0.327358,3.6918,0.4113
351.7,101325.0,0.313,12,7,2.363,44.6,0.556045,0.988897,6.0611,6.4032
375.5,101325.0,0.3396,13,3,3.627,33.1,0.506226,0.997176,10.1227,7.2765
344.5,101325.0,0.4511,13,8,2.069,66.4,0.977218,0.815125,3.1407,3.5223
361.9,101325.0,0.775,20,10,3.203,56.0,0.998154,0.400335,5.6075,2.8419
375.6,101325.0,0.6063,18,6,3.813,52.3,0.996496,0.749577,6.9638,3.6816
344.6,101325.0,0.6477,15,8,3.647,40.3,0.998565,0.872103,8.4114,8.702
358.6,101325.0,0.7085,19,7,1.659,65.5,0.992891,0.441293,2.7848,2.806
378.6,101325.0,0.3894,12,4,3.525,63.3,0.903772,0.908825,5.1325,1.8298
364.8,101325.0,0.3174,16,5,3.476,51.3,0.650758,0.999061,7.0115,7.1527
350.0,101325.0,0.2993,12,6,2.332,42.2,0.511003,0.990662,6.295,6.6685
365.4,101325.0,0.7302,12,6,2.204,55.9,0.991761,0.476147,4.2903,1.1085
343.3,101325.0,0.7985,13,8,3.991,55.0,0.999375,0.365852,6.8084,7.0141
364.4,101325.0,0.5811,14,5,1.644,40.4,0.947445,0.959316,4.829,4.0177
357.8,101325.0,0.2671,16,10,2.13,45.7,0.49104,0.998981,5.5662,5.8365
361.8,101325.0,0.726,19,11,3.734,44.6,0.99879,0.612847,7.9513,6.0987
346.7,101325.0,0.3074,18,11,3.269,52.3,0.644103,0.999688,6.5556,6.9899
370.0,101325.0,0.6918,15,4,2.649,32.1,0.99404,0.947603,7.5195,4.3238
379.3,101325.0,0.4769,20,5,1.589,59.5,0.769613,0.722342,3.3161,0.03
341.3,101325.0,0.5609,12,8,3.923,46.7,0.992833,0.932145,7.9655,8.3575
354.1,101325.0,0.3911,16,8,3.207,30.1,0.559368,0.999661,9.5633,9.8173
354.4,101325.0,0.2048,19,12,1.657,50.9,0.416737,0.999642,4.3004,4.6623
352.6,101325.0,0.3729,11,7,2.2,59.1,0.819325,0.936045,4.1061,4.4144
359.9,101325.0,0.3579,12,7,2.184,30.7,0.512875,0.991929,7.2109,7.3888
375.7,101325.0,0.5234,19,8,3.256,67.5,0.981488,0.697161,4.2091,0.9149
376.5,101325.0,0.741,10,3,1.594,34.8,0.967675,0.683689,5.1615,1.8667
360.6,101325.0,0.723,12,8,2.194,42.9,0.995672,0.639926,5.533,4.4352
344.4,101325.0,0.6773,15,9,3.962,30.6,0.974868,0.997476,10.4937,10.7827
368.0,101325.0,0.2934,18,6,3.858,65.5,0.847715,0.998556,5.2327,5.353
363.3,101325.0,0.5606,19,6,2.351,63.6,0.992816,0.686768,3.7028,3.7305
349.1,101325.0,0.5211,14,5,3.384,60.5,0.996388,0.789213,5.2528,5.5281
370.5,101325.0,0.2579,14,6,2.022,61.7,0.648469,0.984543,3.724,3.8043
353.7,101325.0,0.7314,13,5,2.311,31.0,0.99644,0.858589,6.9299,7.0449
379.5,101325.0,0.4682,11,4,3.232,64.2,0.960035,0.80607,4.631,1.3032
375.1,101325.0,0.321,15,4,2.666,36.1,0.50161,0.998693,7.6641,5.461
371.5,101325.0,0.5603,19,11,3.879,63.7,0.993856,0.686764,5.3752,2.1317
376.6,101325.0,0.3986,11,4,2.843,54.1,0.788891,0.932532,5.5616,2.2778
352.3,101325.0,0.5584,15,5,3.643,56.8,0.997604,0.775644,6.0826,6.2906
377.0,101325.0,0.4701,12,5,3.359,57.0,0.961274,0.900459,5.7278,2.4461
355.0,101325.0,0.3198,10,4,1.81,54.3,0.623372,0.935691,4.145,4.4305
365.6,101325.0,0.7322,12,3,3.076,38.9,0.997198,0.684033,7.5531,4.3831
340.3,101325.0,0.3821,18,10,1.99,68.9,0.960696,0.879062,2.8419,3.3333
366.7,101325.0,0.214,19,7,2.798,69.7,0.699234,0.996938,3.6775,3.8524
358.1,101325.0,0.6502,16,6,2.512,31.7,0.951039,0.997927,7.3453,7.4437
378.4,101325.0,0.6734,12,6,3.409,33.7,0.987531,0.944515,8.8839,5.591
369.0,101325.0,0.6768,15,7,1.924,60.6,0.97626,0.517899,3.5096,0.2853
365.8,101325.0,0.5821,17,9,2.168,43.9,0.987495,0.935964,5.4013,3.885
361.4,101325.0,0.6094,12,5,3.127,41.5,0.990655,0.927959,7.3325,7.3983
373.6,101325.0,0.6343,13,4,3.706,33.1,0.942757,0.989103,9.6569,6.4199
374.7,101325.0,0.7739,11,7,2.862,48.2,0.997284,0.466167,6.0671,2.7851
360.4,101325.0,0.7683,17,6,3.461,60.0,0.998585,0.385223,5.4102,3.5579
370.9,101325.0,0.646,12,6,2.733,59.5,0.990854,0.588731,4.5915,1.3495
345.4,101325.0,0.5833,12,7,2.679,67.2,0.995088,0.617691,3.6614,3.942
374.1,101325.0,0.4525,17,8,3.097,55.2,0.949261,0.950691,5.6226,2.3844
371.3,101325.0,0.5842,15,6,3.867,42.1,0.993212,0.978411,8.5538,5.3523
363.5,101325.0,0.2367,20,9,3.083,67.6,0.728318,0.998924,4.2099,4.4267
345.2,101325.0,0.6797,20,13,1.564,64.7,0.990751,0.490008,2.7488,2.9805
354.8,101325.0,0.5868,20,7,2.657,36.9,0.929887,0.999861,7.0961,7.2751
358.9,101325.0,0.5476,16,9,3.54,33.4,0.821888,0.999331,9.4819,9.6041
365.7,101325.0,0.2536,11,4,1.999,39.8,0.411637,0.985441,5.9536,6.0957
365.8,101325.0,0.3557,16,8,3.446,58.2,0.847172,0.997274,5.8028,5.9251
379.7,101325.0,0.5444,16,9,1.525,35.0,0.816967,0.961793,5.1511,1.8263
383.3,101325.0,0.3095,16,6,2.15,33.0,0.461345,0.998791,6.9309,3.5483
363.6,101325.0,0.6937,18,7,1.665,43.8,0.98448,0.679399,4.5547,2.3342
341.3,101325.0,0.7832,11,4,3.874,47.0,0.999119,0.460283,7.8312,8.075
371.0,101325.0,0.393,15,6,1.699,56.0,0.823052,0.944898,3.7234,2.5842
350.0,101325.0,0.2505,16,8,3.105,54.6,0.550553,0.998994,6.0666,6.4783
355.2,101325.0,0.4497,12,4,2.197,48.9,0.847712,0.966216,5.1005,5.3334
341.9,101325.0,0.6596,16,6,2.085,53.6,0.995288,0.630995,4.3431,4.6422
357.2,101325.0,0.3716,18,9,1.886,69.7,0.937641,0.874467,2.685,2.9188
353.4,101325.0,0.3746,15,9,3.012,44.0,0.667646,0.998366,7.2107,7.4999
377.1,101325.0,0.7959,16,6,2.949,31.9,0.998461,0.636527,8.1539,4.8556
344.6,101325.0,0.7946,10,6,3.994,45.2,0.998845,0.453024,8.297,8.4896
345.8,101325.0,0.278,13,7,2.729,57.2,0.636835,0.990497,5.1429,5.6084
367.5,101325.0,0.5269,11,4,2.186,30.4,0.742702,0.967169,7.0417,5.5239
356.9,101325.0,0.2267,12,5,2.07,32.4,0.333037,0.995164,6.8808,7.1787
346.4,101325.0,0.4367,11,6,2.596,43.8,0.752948,0.969077,6.4077,6.7725
347.4,101325.0,0.6385,15,4,2.273,45.4,0.995761,0.791156,5.4215,5.6664
363.5,101325.0,0.2496,17,8,1.61,66.8,0.702097,0.975293,2.7679,2.9707
381.9,101325.0,0.6714,12,6,3.327,69.6,0.994413,0.469686,3.9918,0.6153
379.2,101325.0,0.4541,18,7,3.326,63.2,0.963543,0.842544,4.8626,1.5444
358.8,101325.0,0.6495,10,5,1.724,66.9,0.988329,0.518142,2.7397,2.7848
359.4,101325.0,0.5348,16,6,2.178,54.0,0.990569,0.853444,4.44,4.5612
344.1,101325.0,0.3944,11,4,3.957,47.1,0.728964,0.981361,8.3441,8.7689
347.3,101325.0,0.5885,14,5,2.439,56.3,0.994883,0.726934,4.5601,4.8225
369.4,101325.0,0.6086,16,5,2.838,49.3,0.991464,0.785133,5.9088,2.7025
350.4,101325.0,0.6589,19,6,2.2,38.7,0.996235,0.875454,5.9504,6.1508
370.8,101325.0,0.6357,17,6,3.188,65.2,0.993134,0.555077,4.424,1.1796
373.6,101325.0,0.4722,11,3,2.265,39.1,0.744398,0.951759,6.3126,3.0567
358.6,101325.0,0.2402,18,11,2.844,69.4,0.774281,0.995284,3.7173,4.0144
380.1,101325.0,0.5034,14,6,2.643,43.6,0.876271,0.97893,6.3824,3.0655
371.2,101325.0,0.2406,10,6,2.347,38.2,0.376244,0.978845,6.8389,6.8949
355.9,101325.0,0.2896,15,7,3.406,41.4,0.493661,0.999239,8.4537,8.7395
341.8,101325.0,0.5759,14,9,2.775,63.1,0.995822,0.669664,4.2259,4.5683
369.9,101325.0,0.4504,19,10,2.732,32.5,0.66721,0.999896,8.0854,6.5779
374.3,101325.0,0.3614,18,8,2.525,33.6,0.544161,0.99977,7.6243,5.1899
344.2,101325.0,0.4333,14,9,2.456,58.8,0.976304,0.947209,4.3376,4.7571
382.1,101325.0,0.7014,14,4,1.969,56.7,0.982203,0.51304,3.9115,0.5387
375.0,101325.0,0.2952,16,6,3.001,69.2,0.839336,0.946989,3.853,2.2293
381.4,101325.0,0.2024,12,5,1.966,34.2,0.303709,0.992517,6.4813,3.1305
384.2,101325.0,0.2922,17,6,2.498,54.2,0.610285,0.976588,5.1794,1.801
357.7,101325.0,0.7615,16,7,3.196,69.5,0.998623,0.342561,3.8802,3.8913
364.0,101325.0,0.5706,19,6,1.798,61.7,0.983215,0.685527,3.2598,2.7923
371.8,101325.0,0.6874,13,5,2.445,44.1,0.992555,0.699404,5.8463,2.6059
344.6,101325.0,0.3502,10,5,1.764,38.5,0.542187,0.956479,5.5383,5.961
367.7,101325.0,0.2754,18,8,3.489,60.6,0.697923,0.999308,5.653,5.7761
360.3,101325.0,0.2821,18,9,1.52,57.5,0.657835,0.995615,3.4418,3.6774
376.5,101325.0,0.5736,16,4,1.897,38.9,0.911183,0.956633,5.4629,2.1867
348.6,101325.0,0.3459,10,4,1.899,39.2,0.542238,0.958623,5.7427,6.1068
368.1,101325.0,0.7389,18,9,2.847,37.5,0.997374,0.691888,7.2918,4.0948
382.7,101325.0,0.7141,12,7,2.497,48.6,0.993721,0.58163,5.4555,2.0823
379.4,101325.0,0.4547,13,6,3.152,32.4,0.66996,0.994422,9.0053,5.6756
361.3,101325.0,0.3116,15,5,1.794,59.0,0.738376,0.984969,3.6401,3.8472
366.9,101325.0,0.72,13,4,2.079,65.2,0.987398,0.422722,3.2565,0.0539
352.7,101325.0,0.4933,11,6,2.72,49.6,0.921515,0.941809,5.7749,6.0266
382.2,101325.0,0.5918,18,10,1.854,46.7,0.930156,0.794378,4.6776,1.3164
344.0,101325.0,0.2705,19,10,3.054,53.1,0.576564,0.999827,6.1713,6.6659
349.4,101325.0,0.255,13,4,2.145,42.6,0.440932,0.995527,5.9389,6.3464
355.5,101325.0,0.5907,17,10,1.702,31.9,0.866772,0.998651,5.7256,5.8822
344.3,101325.0,0.6488,13,5,2.582,48.3,0.99668,0.723568,5.6171,5.8952
373.2,101325.0,0.2825,13,4,2.794,47.1,0.529284,0.994673,6.548,6.1189
344.5,101325.0,0.6535,12,5,2.357,67.6,0.995629,0.510479,3.2998,3.554
362.7,101325.0,0.6353,18,11,1.903,48.3,0.990905,0.745337,4.558,3.7618
367.2,101325.0,0.6921,16,8,3.773,61.2,0.997357,0.501429,5.6164,2.4132
341.0,101325.0,0.6247,16,5,2.931,38.4,0.996871,0.972425,7.3445,7.7122
376.0,101325.0,0.738,18,6,3.578,58.0,0.997837,0.450158,5.8306,2.5291
353.4,101325.0,0.416,16,9,1.949,42.7,0.72443,0.997886,5.3805,5.6509
366.5,101325.0,0.7671,16,8,2.031,61.7,0.991618,0.372268,3.525,0.329
366.0,101325.0,0.456,16,9,2.147,49.3,0.893629,0.99404,4.9405,5.0106
360.6,101325.0,0.6029,16,8,2.472,36.0,0.940692,0.997579,6.8186,6.9025
343.5,101325.0,0.3331,16,7,3.577,61.8,0.866931,0.996859,5.4403,5.9283
347.6,101325.0,0.6228,17,4,3.87,60.2,0.99837,0.6255,5.8769,6.109
376.9,101325.0,0.5871,12,4,3.195,43.7,0.982132,0.92177,7.186,3.9089
360.3,101325.0,0.7275,17,10,3.322,58.7,0.998385,0.463088,5.4122,4.4121
361.7,101325.0,0.5722,17,11,2.693,61.5,0.995307,0.692672,4.3139,4.3623
378.3,101325.0,0.3027,14,5,3.507,40.2,0.504728,0.997829,8.8151,5.502
355.1,101325.0,0.582,18,12,2.982,62.8,0.996484,0.663522,4.4932,4.6349
352.6,101325.0,0.7461,14,5,2.977,49.3,0.998627,0.513598,6.1133,6.2134
363.8,101325.0,0.5903,11,3,1.75,46.1,0.958806,0.84054,4.5318,3.8748
345.6,101325.0,0.3844,17,9,1.866,38.6,0.625636,0.999325,5.6784,6.0767
360.3,101325.0,0.3992,18,9,1.822,56.0,0.89627,0.991334,3.8429,4.0333
371.7,101325.0,0.7647,12,3,2.454,54.0,0.995515,0.43192,4.8204,1.5694
366.8,101325.0,0.6678,14,8,1.707,35.2,0.962049,0.873881,5.3595,2.1888
367.1,101325.0,0.5763,11,6,3.733,44.0,0.976462,0.932939,8.074,6.0288
371.1,101325.0,0.2949,15,8,3.652,40.8,0.497661,0.999302,9.0136,9.0494
351.3,101325.0,0.3596,15,7,2.095,55.7,0.799646,0.990377,4.3154,4.6596
341.5,101325.0,0.534,15,9,3.387,68.1,0.996513,0.682654,4.2449,4.6127
365.9,101325.0,0.5233,16,5,1.626,35.4,0.80817,0.996543,5.3319,4.647
353.0,101325.0,0.7624,20,11,2.353,33.6,0.99823,0.703641,6.7508,6.8502
353.7,101325.0,0.2679,14,7,2.668,50.4,0.536796,0.996726,5.931,6.2706
370.1,101325.0,0.7283,13,6,2.443,57.1,0.993665,0.471071,4.483,1.2484
347.9,101325.0,0.2898,15,9,3.888,54.7,0.637899,0.998478,7.1341,7.5605
349.5,101325.0,0.2961,14,9,3.355,49.4,0.582736,0.997498,7.1475,7.5391
342.8,101325.0,0.7779,18,7,2.575,57.3,0.998415,0.386428,4.6285,4.8499
357.8,101325.0,0.7711,17,10,3.936,56.4,0.999237,0.405261,6.5241,6.5334
369.6,101325.0,0.4068,11,4,2.775,33.0,0.598704,0.982823,8.1883,7.482
354.0,101325.0,0.3059,13,4,1.98,49.9,0.600003,0.98938,4.8327,5.1477
360.7,101325.0,0.3253,13,3,3.141,44.8,0.585581,0.995402,7.4116,7.6067
374.4,101325.0,0.2384,11,3,1.939,65.3,0.592694,0.949869,3.304,3.0588
375.7,101325.0,0.502,16,6,1.948,38.3,0.805334,0.986657,5.7197,2.4477
376.0,101325.0,0.7422,15,7,1.65,30.9,0.983305,0.796966,5.5701,2.2905
370.0,101325.0,0.7983,17,6,2.562,47.1,0.997316,0.425223,5.7146,2.4857
349.1,101325.0,0.7833,15,5,3.448,44.8,0.999212,0.482735,7.4432,7.5777
383.4,101325.0,0.7317,16,7,2.033,34.7,0.991316,0.756855,6.0143,2.6469
359.3,101325.0,0.3748,17,6,2.149,33.0,0.559238,0.999665,6.8614,7.0443
373.9,101325.0,0.5707,19,10,3.658,59.9,0.993803,0.712545,5.669,2.4009
351.0,101325.0,0.628,13,7,2.947,61.8,0.997048,0.600117,4.5729,4.7502
360.1,101325.0,0.7966,18,8,1.889,32.0,0.996052,0.627234,5.9595,3.7431
364.0,101325.0,0.3966,16,8,3.315,46.2,0.736316,0.998998,7.379,7.4958
382.6,101325.0,0.343,13,6,3.271,48.0,0.649808,0.989373,7.1446,3.7859
340.4,101325.0,0.6033,20,9,3.975,61.7,0.998315,0.641903,5.7774,6.1248
382.9,101325.0,0.6164,18,11,2.277,36.1,0.96079,0.99313,6.3996,3.0575
342.4,101325.0,0.4201,14,8,1.962,61.2,0.95726,0.920462,3.5148,3.9618
352.9,101325.0,0.5523,11,4,2.553,64.7,0.992103,0.687654,3.808,3.9981
353.5,101325.0,0.388,17,9,1.522,39.2,0.637465,0.998923,4.9406,5.2162
379.8,101325.0,0.6782,12,5,1.828,48.4,0.972574,0.635637,4.4488,1.109
384.1,101325.0,0.5659,12,6,2.377,49.0,0.956506,0.840645,5.2681,1.8913
346.7,101325.0,0.4041,11,5,2.185,51.0,0.776418,0.953616,4.9304,5.3106
384.1,101325.0,0.3411,14,5,3.163,47.4,0.642227,0.993061,7.0512,3.6733
351.3,101325.0,0.6151,15,10,2.282,32.3,0.90684,0.996371,6.863,7.0748
353.8,101325.0,0.2391,16,9,1.612,66.1,0.66731,0.980511,2.842,3.2067
384.6,101325.0,0.5405,18,9,1.59,46.4,0.837505,0.802593,4.3419,0.9438
371.5,101325.0,0.3054,19,5,1.689,46.4,0.569377,0.999538,4.682,4.6794
344.7,101325.0,0.3816,19,6,2.873,57.5,0.896587,0.999024,5.094,5.5382
348.2,101325.0,0.7771,17,5,2.557,68.1,0.998183,0.326462,3.4406,3.5831
369.2,101325.0,0.7768,12,4,1.571,61.9,0.985166,0.351451,2.9785,0.2473
361.9,101325.0,0.7669,16,6,3.449,48.2,0.998607,0.482112,6.9873,4.3657
344.6,101325.0,0.5686,15,6,2.025,31.5,0.828688,0.996984,6.4906,6.8163
344.3,101325.0,0.5475,15,7,2.542,40.4,0.915678,0.995636,6.5096,6.8648
350.4,101325.0,0.319,14,5,3.44,37.4,0.508764,0.998625,9.087,9.4411
344.6,101325.0,0.3306,16,8,1.876,55.2,0.731283,0.994588,4.0985,4.5581
374.8,101325.0,0.288,15,7,3.237,35.4,0.445448,0.99932,9.0012,7.6087
351.2,101325.0,0.7059,14,7,2.037,45.9,0.996133,0.636183,4.9841,5.1289
382.2,101325.0,0.2069,17,10,3.342,67.5,0.545247,0.956008,4.5962,1.2472
358.6,101325.0,0.4876,18,10,1.974,43.3,0.859073,0.998825,5.2542,5.4198
353.6,101325.0,0.2022,17,6,2.112,34.5,0.308621,0.999845,6.7676,7.1352
368.2,101325.0,0.4549,17,6,1.787,61.4,0.940805,0.850569,3.301,2.5397
375.7,101325.0,0.4551,14,6,3.769,46.0,0.837063,0.993288,8.0551,4.7923
361.1,101325.0,0.5038,12,8,2.66,55.2,0.985622,0.887278,4.9852,5.0997
377.4,101325.0,0.2652,17,8,2.51,69.4,0.622016,0.892129,3.4674,0.6675
354.6,101325.0,0.2187,12,3,1.728,54.4,0.460856,0.984283,4.0854,4.4361
340.2,101325.0,0.6614,18,9,3.051,59.6,0.997876,0.566681,4.9628,5.2801
353.1,101325.0,0.7309,19,11,1.902,56.4,0.995873,0.473937,3.8385,3.9346
352.1,101325.0,0.5187,19,9,2.642,35.1,0.799157,0.999862,7.4401,7.6793
378.7,101325.0,0.3073,17,8,3.061,65.4,0.729905,0.916281,4.4704,1.1602
347.7,101325.0,0.2621,13,8,1.922,43.8,0.461971,0.994355,5.3926,5.8237
376.2,101325.0,0.6779,15,8,3.155,69.7,0.993999,0.459514,3.8209,0.5108
346.1,101325.0,0.2585,12,6,1.688,50.9,0.509265,0.983397,4.3147,4.7766
382.5,101325.0,0.3577,18,5,3.036,61.9,0.813068,0.922585,4.8293,1.4749
373.9,101325.0,0.6967,13,6,2.835,36.6,0.995431,0.820801,7.3768,4.1238
382.4,101325.0,0.6814,20,12,2.395,58.9,0.988873,0.533152,4.2394,0.8626
358.4,101325.0,0.3644,14,7,2.408,49.4,0.713913,0.993601,5.4992,5.7206
364.2,101325.0,0.6761,15,9,3.273,48.6,0.9975,0.663816,6.6606,4.4313
345.7,101325.0,0.4323,17,7,3.889,33.3,0.648039,0.999825,10.4928,10.8611
371.6,101325.0,0.4634,18,9,3.188,61.6,0.980237,0.858786,4.8951,2.3337
372.8,101325.0,0.5407,13,7,2.479,59.4,0.959183,0.745335,4.3182,1.0639
364.3,101325.0,0.6414,19,9,2.237,35.2,0.988081,0.99669,6.3741,4.6767
382.5,101325.0,0.6237,12,5,1.885,53.7,0.951699,0.659102,4.0898,0.7149
348.3,101325.0,0.5984,15,5,3.008,57.7,0.997027,0.693834,5.142,5.3815
343.3,101325.0,0.6636,19,8,2.489,53.8,0.996936,0.622647,4.8889,5.1655
356.4,101325.0,0.4446,13,4,2.041,54.3,0.92033,0.955765,4.2816,4.5045
381.3,101325.0,0.3566,17,9,2.467,45.3,0.648338,0.995673,6.102,2.7586
340.1,101325.0,0.7724,11,5,2.629,42.1,0.998007,0.537877,6.3714,6.6404
362.1,101325.0,0.2606,11,5,3.329,45.6,0.469422,0.988521,7.7281,7.9301
344.7,101325.0,0.2164,13,7,2.755,64.4,0.587932,0.98898,4.3332,4.853
346.4,101325.0,0.2996,12,5,2.092,37.6,0.475016,0.991516,6.3284,6.7541
369.8,101325.0,0.6638,19,5,2.804,33.9,0.995265,0.982576,7.6291,4.4414
341.6,101325.0,0.7442,11,4,2.248,46.0,0.996803,0.552334,5.3198,5.5805
370.2,101325.0,0.2644,19,7,3.932,63.6,0.725606,0.999558,5.7153,5.8057
342.1,101325.0,0.6335,13,8,2.853,56.5,0.997104,0.646442,5.0833,5.3927
341.8,101325.0,0.4474,13,3,1.894,66.3,0.969564,0.818011,2.9752,3.3992
375.6,101325.0,0.7572,15,6,2.006,43.8,0.992228,0.544364,5.1291,1.8391
383.0,101325.0,0.5139,14,8,2.062,39.7,0.832066,0.969355,5.7802,2.4204
357.8,101325.0,0.7239,13,4,3.912,57.0,0.99897,0.483609,6.4034,6.4337
384.4,101325.0,0.3992,11,3,1.643,64.1,0.698959,0.768684,3.0322,0.3753
379.0,101325.0,0.5199,17,9,1.893,50.8,0.86982,0.819,4.4266,1.1007
364.9,101325.0,0.5415,13,8,3.826,47.7,0.99285,0.953456,7.662,7.2163
341.7,101325.0,0.2977,10,5,2.523,30.7,0.420051,0.978485,8.0457,8.5386
362.7,101325.0,0.3738,11,7,3.281,39.9,0.611473,0.984197,8.3168,8.4513
377.4,101325.0,0.7575,15,6,2.097,54.3,0.992126,0.439966,4.2971,0.9812
382.0,101325.0,0.5645,17,8,3.862,42.2,0.975001,0.997656,8.5633,5.2365
384.2,101325.0,0.487,11,7,3.947,61.7,0.984854,0.822055,5.7615,2.3808
364.0,101325.0,0.7612,19,11,2.738,55.1,0.996668,0.430679,5.0908,1.9247
383.3,101325.0,0.2885,15,6,1.909,57.0,0.543327,0.903739,4.075,0.6944
350.1,101325.0,0.2437,14,8,3.882,52.4,0.509969,0.998177,7.5965,8.0076
361.5,101325.0,0.7375,12,4,3.294,30.9,0.997118,0.843128,8.999,7.1232
372.6,101325.0,0.735,20,10,2.484,42.4,0.995535,0.618934,6.0884,2.8355
348.9,101325.0,0.5353,18,7,3.291,47.1,0.996733,0.983024,6.885,7.1872
361.0,101325.0,0.3703,20,8,3.353,61.5,0.960087,0.998854,5.1226,5.325
353.3,101325.0,0.3653,13,3,3.878,51.6,0.748076,0.993736,7.4913,7.7961
366.3,101325.0,0.5747,14,4,1.998,66.2,0.97721,0.630809,3.0864,1.4049
360.5,101325.0,0.5151,18,7,1.783,39.5,0.850712,0.99893,5.254,5.3738
375.9,101325.0,0.2255,19,10,3.853,66.9,0.679015,0.998883,5.1476,4.3481
343.2,101325.0,0.4134,13,4,1.51,31.4,0.599059,0.99221,5.5742,5.9854
370.1,101325.0,0.6549,18,5,1.935,67.1,0.974045,0.501581,2.943,0.2968
372.2,101325.0,0.6774,15,5,3.847,62.4,0.997112,0.515247,5.5273,2.2673
352.0,101325.0,0.6318,17,7,3.605,38.4,0.998471,0.956476,8.6008,8.8017
377.2,101325.0,0.3401,12,4,1.694,49.7,0.591559,0.914395,4.3907,1.0856
376.6,101325.0,0.4282,11,6,3.294,33.2,0.63231,0.982478,9.2482,5.9499
374.2,101325.0,0.5099,15,5,2.393,59.2,0.929946,0.779595,4.257,0.9882
379.9,101325.0,0.2045,16,4,2.308,40.3,0.341666,0.998696,6.5444,3.2161
380.7,101325.0,0.7365,18,11,3.192,50.8,0.997442,0.516223,6.2548,2.9031
344.1,101325.0,0.6333,18,10,3.088,64.8,0.997448,0.564508,4.3639,4.6369
341.1,101325.0,0.2224,16,6,3.828,54.0,0.482864,0.999476,7.2791,7.8444
366.8,101325.0,0.3778,18,5,3.376,50.3,0.759774,0.999614,6.8886,6.974
356.3,101325.0,0.3934,11,5,2.215,34.5,0.589745,0.97937,6.8247,7.0451
345.9,101325.0,0.2483,17,6,2.62,69.9,0.803577,0.990808,3.4273,3.923
348.7,101325.0,0.7653,18,11,2.882,50.5,0.998704,0.463482,5.8259,5.9722
371.2,101325.0,0.4154,10,3,1.909,64.9,0.842804,0.815754,3.1906,1.5818
369.7,101325.0,0.2321,12,6,1.711,34.7,0.351946,0.993431,5.8626,5.9482
347.5,101325.0,0.5017,17,7,3.99,68.6,0.997072,0.725045,4.7521,5.0514
370.2,101325.0,0.2323,12,4,2.201,56.9,0.517932,0.984057,4.5064,4.5968
373.4,101325.0,0.6691,13,4,2.396,38.7,0.989552,0.838508,6.324,3.0777
384.7,101325.0,0.2076,15,9,1.743,44.2,0.362485,0.987933,5.0654,1.6749
